City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,vardo,70.3705,31.1107,-1.01,100,75,16.46,NO,1675713628
287,andenes,69.3143,16.1194,7.18,87,75,14.4,NO,1675713629
288,redcliffe,-27.2307,153.0973,22.16,83,20,3.09,AU,1675713629
289,souillac,-20.5167,57.5167,26.21,83,40,3.09,MU,1675713629
290,sinegorskiy,48.0139,40.8447,-6.83,87,100,6.2,RU,1675713630
291,healdsburg,38.6105,-122.8692,15.69,59,20,2.57,US,1675713630
292,holbaek,55.7167,11.7167,-0.02,100,4,1.34,DK,1675713631
293,sitka,57.0531,-135.33,2.94,87,100,2.57,US,1675713631
294,kayerkan,69.3497,87.7602,-23.6,83,100,1.81,RU,1675713631
295,lubango,-14.9172,13.4925,15.09,92,94,1.36,AO,1675713632
296,cocobeach,1.0002,9.5823,27.0,82,99,4.22,GA,1675713633
297,dukat,62.55,155.55,-39.87,100,83,1.95,RU,1675713633
298,bandarbeyla,9.4942,50.8122,24.03,75,91,6.62,SO,1675713634
299,krasnoselkup,65.7,82.4667,-23.33,100,99,1.96,RU,1675713634
300,foumban,5.7291,10.9001,22.41,19,27,1.53,CM,1675713634
301,conakry,9.538,-13.6773,28.04,74,75,3.09,GN,1675713635
302,ostrovnoy,68.0531,39.5131,-5.97,90,100,8.0,RU,1675713635
303,kaitangata,-46.2817,169.8464,16.7,62,17,3.33,NZ,1675713636
304,bara,10.3744,10.7288,27.64,17,100,6.01,NG,1675713238
305,mahebourg,-20.4081,57.7,26.16,83,40,3.09,MU,1675713636
306,sao mateus,-18.7161,-39.8589,28.24,68,0,4.27,BR,1675713637
307,northam,51.0333,-4.2167,4.78,90,29,1.31,GB,1675713638
308,tahe,52.3333,124.7333,-25.29,100,95,0.94,CN,1675713638
309,raahe,64.6833,24.4833,-0.95,91,100,7.03,FI,1675713639
310,katherine,-14.4667,132.2667,23.18,88,7,0.0,AU,1675713639
311,san carlos,9.6612,-68.5827,34.88,25,37,2.71,VE,1675713640
312,bathsheba,13.2167,-59.5167,28.34,65,40,9.26,BB,1675713640
313,namibe,-15.1961,12.1522,21.79,77,95,3.22,AO,1675713642
314,lata,40.1629,-8.3327,12.67,64,1,2.47,PT,1675713643
315,leshukonskoye,64.8989,45.7622,-18.03,98,86,2.13,RU,1675713644
316,ahipara,-35.1667,173.1667,19.62,75,14,3.33,NZ,1675713645
317,aksarka,66.5606,67.7975,-27.07,100,100,0.78,RU,1675713646
318,north ogden,41.3072,-111.9602,2.75,87,100,0.45,US,1675713646
319,tual,-5.6667,132.75,27.46,76,100,6.61,ID,1675713647
320,ekibastuz,51.6667,75.3667,-16.28,99,82,0.86,KZ,1675713647
321,egvekinot,66.3167,-179.1667,-27.18,87,100,4.53,RU,1675713647
322,ondjiva,-17.0667,15.7333,24.26,47,99,1.28,AO,1675713648
323,filadelfia,39.9523,-75.1638,9.41,58,75,9.26,US,1675713543
324,khuzdar,27.7384,66.6434,11.77,24,0,2.72,PK,1675713649
325,grimsby,53.5654,-0.0755,4.43,84,65,2.57,GB,1675713644
326,bangassou,4.7413,22.8184,24.63,20,3,0.5,CF,1675713650
327,manacapuru,-3.2997,-60.6206,30.03,64,90,1.0,BR,1675713650
328,edson,53.5835,-116.4356,6.08,36,100,3.09,CA,1675713651
329,jesup,31.6074,-81.8854,21.3,26,0,4.63,US,1675713651
330,mildura,-34.2,142.15,14.48,72,0,4.66,AU,1675713652
331,san patricio,28.017,-97.5169,26.76,55,16,9.18,US,1675713653
332,portales,34.1862,-103.3344,17.38,17,0,1.34,US,1675713653
333,nome,64.5011,-165.4064,-17.97,89,100,2.1,US,1675713653
334,nuoro,40.3211,9.3297,2.4,94,100,2.37,IT,1675713301
335,zanjan,36.6736,48.4787,-0.67,91,99,5.66,IR,1675713654
336,meadow lake,34.8014,-106.5436,12.05,25,28,9.12,US,1675713654
337,havelock,34.8791,-76.9013,16.1,46,0,7.72,US,1675713597
338,kousseri,12.0769,15.0306,26.98,16,100,2.57,CM,1675713655
339,harper,4.375,-7.7169,26.37,79,100,3.48,LR,1675713656
340,blyth,55.1271,-1.5086,7.1,71,40,2.57,GB,1675713657
341,sao miguel do araguaia,-13.275,-50.1628,29.02,72,100,1.2,BR,1675713657
342,teguise,29.0605,-13.564,15.12,59,40,2.57,ES,1675713521
343,ashdod,31.8167,34.65,12.16,77,90,13.5,IL,1675713658
344,brae,60.3964,-1.353,8.95,74,96,11.39,GB,1675713658
345,xiaoshi,41.2971,124.1209,-6.85,55,100,0.9,CN,1675713659
346,achi,8.5682,-74.554,36.69,35,49,1.25,CO,1675713659
347,port hedland,-20.3167,118.5667,28.03,83,3,2.57,AU,1675713661
348,palmer,42.1584,-72.3287,7.26,57,100,8.23,US,1675713662
349,naze,28.3667,129.4833,17.51,87,8,5.56,JP,1675713662
350,tumpat,6.1978,102.171,25.01,94,20,0.51,MY,1675713663
351,maposeni,-10.5833,35.4,20.53,92,100,0.61,TZ,1675713664
352,disna,55.568,28.1971,-1.32,96,100,3.81,BY,1675713666
353,severo-kurilsk,50.6789,156.125,-4.03,73,100,10.15,RU,1675713667
354,ojinaga,29.5667,-104.4167,26.43,27,0,2.06,MX,1675713418
355,mathbaria,22.2876,89.9593,17.24,77,18,1.32,BD,1675713669
356,zverinogolovskoye,54.4586,64.8542,-21.39,100,92,1.14,RU,1675713670
357,coachella,33.6803,-116.1739,22.15,17,0,9.26,US,1675713673
358,sibut,5.718,19.0739,27.15,15,10,1.54,CF,1675713676
359,aswan,24.0934,32.907,17.61,34,0,2.57,EG,1675713679
360,beyneu,45.3167,55.2,1.45,83,100,7.3,KZ,1675713681
361,la palma,33.8464,-118.0467,20.98,38,0,2.24,US,1675713348
362,tikhvin,59.6451,33.5294,-9.8,99,89,0.97,RU,1675713684
363,birin,26.8865,88.0718,7.41,75,5,1.55,NP,1675713687
364,port hardy,50.6996,-127.4199,7.1,93,100,7.2,CA,1675713396
365,korla,41.7597,86.1469,0.07,55,100,1.31,CN,1675713690
366,hamilton,39.1834,-84.5333,9.77,53,0,2.57,US,1675713409
367,sinnamary,5.3833,-52.95,25.42,87,65,5.94,GF,1675713692
368,murray bridge,-35.1167,139.2667,14.08,81,0,1.84,AU,1675713693
369,naro,37.2935,13.7936,1.57,61,98,3.24,IT,1675713694
370,rockport,28.0206,-97.0544,26.01,100,75,8.23,US,1675713694
371,mogadishu,2.0371,45.3438,25.12,86,79,8.43,SO,1675713695
372,harnosand,62.6323,17.9379,-4.0,87,98,3.09,SE,1675713695
373,te anau,-45.4167,167.7167,14.01,85,97,3.52,NZ,1675713696
374,kahului,20.8947,-156.47,25.47,83,21,4.92,US,1675713696
375,shitkino,56.3703,98.3543,-22.58,100,100,1.13,RU,1675713697
376,yangambi,0.8102,24.4336,23.71,55,59,1.12,CD,1675713697
377,hervey bay,-25.2986,152.8535,24.48,71,61,7.74,AU,1675713697
378,nelson bay,-32.7167,152.15,23.33,92,88,3.13,AU,1675713698
379,kabare,-2.4683,28.8242,15.5,88,88,0.85,CD,1675713698
380,rapar,23.5667,70.6333,20.71,65,0,3.42,IN,1675713699
381,maragogi,-9.0122,-35.2225,26.85,71,100,4.3,BR,1675713700
382,janauba,-15.8025,-43.3089,31.81,46,5,1.24,BR,1675713701
383,yarmouth,41.7057,-70.2286,6.75,79,0,10.28,US,1675713701
384,novo aripuana,-5.1206,-60.3797,26.44,91,100,0.02,BR,1675713702
385,prattville,32.464,-86.4597,20.9,32,0,4.12,US,1675713436
386,abha,18.2164,42.5053,13.9,82,0,2.06,SA,1675713702
387,fort-shevchenko,44.5086,50.263,2.26,83,100,8.98,KZ,1675713703
388,divnogorsk,55.9594,92.3619,-21.26,99,93,1.4,RU,1675713703
389,kandri,21.4167,79.2667,17.76,32,0,0.53,IN,1675713704
390,bow island,49.8668,-111.3684,5.16,52,6,2.57,CA,1675713704
391,ndioum,16.5129,-14.6471,25.9,14,37,5.96,SN,1675713705
392,san vicente,-26.6167,-54.1333,32.3,21,53,1.62,AR,1675713659
393,umred,20.85,79.3333,18.16,26,0,0.76,IN,1675713706
394,salinas,36.6777,-121.6555,14.98,61,0,2.06,US,1675713583
395,namatanai,-3.6667,152.4333,25.7,86,99,2.02,PG,1675713707
396,flinders,-34.5833,150.8552,21.77,88,83,0.89,AU,1675713707
397,dawei,14.0833,98.2,22.22,88,43,1.11,MM,1675713708
398,awbari,26.5921,12.7805,12.41,46,74,4.24,LY,1675713708
399,poshekhonye,58.4993,39.1353,-18.85,100,100,1.64,RU,1675713709
400,ahar,38.4774,47.0699,0.06,84,84,2.38,IR,1675713709
401,montepuez,-13.1256,38.9997,21.08,95,100,2.16,MZ,1675713709
402,pangai,-19.8,-174.35,26.85,78,55,7.98,TO,1675713710
403,oranjemund,-28.55,16.4333,17.93,98,57,2.63,NA,1675713710
404,isangel,-19.55,169.2667,27.19,81,21,2.83,VU,1675713446
405,lompoc,34.6391,-120.4579,18.16,58,20,8.94,US,1675713711
406,mega,4.05,38.3,18.8,28,10,4.1,ET,1675713711
407,necochea,-38.5473,-58.7368,22.3,42,37,7.94,AR,1675713712
408,atar,20.5169,-13.0499,19.48,22,0,4.33,MR,1675713712
409,comodoro rivadavia,-45.8667,-67.5,21.92,43,0,6.17,AR,1675713540
410,ballina,-28.8667,153.5667,18.9,99,100,1.5,AU,1675713713
411,buraydah,26.326,43.975,17.25,32,100,3.75,SA,1675713693
412,nioro,13.35,-15.75,28.15,13,22,3.14,GM,1675713713
413,raniganj,23.6167,87.1333,17.73,30,1,2.11,IN,1675713714
414,bull savanna,17.8868,-77.5902,26.02,67,40,6.41,JM,1675713613
415,chita,52.0333,113.55,-15.06,66,45,3.0,RU,1675713715
416,road town,18.4167,-64.6167,27.02,74,40,5.14,VG,1675713716
417,rio grande,-32.035,-52.0986,35.06,63,0,6.31,BR,1675713632
418,kampong cham,11.9934,105.4635,24.15,71,7,3.33,KH,1675713717
419,kindu,-2.95,25.95,20.58,99,100,3.71,CD,1675713717
420,oranjestad,12.524,-70.027,29.97,66,20,8.75,AW,1675713718
421,cockburn town,21.4612,-71.1419,26.98,65,40,7.2,TC,1675713550
422,manakara,-22.1333,48.0167,22.65,93,100,2.27,MG,1675713719
423,pereira barreto,-20.6383,-51.1092,28.26,67,43,0.63,BR,1675713720
424,caravelas,-17.7125,-39.2481,28.21,67,0,5.0,BR,1675713720
425,ust-barguzin,53.45,108.9833,-11.56,94,100,4.03,RU,1675713721
426,manzhouli,49.6,117.4333,-20.57,98,86,3.54,CN,1675713721
427,kosonsoy,41.2561,71.5508,2.31,68,84,1.92,UZ,1675713725
428,maniitsoq,65.4167,-52.9,-13.28,84,100,2.66,GL,1675713728
429,agadir,30.4202,-9.5982,16.25,60,3,3.44,MA,1675713732
430,victor harbor,-35.5667,138.6167,14.27,87,2,3.85,AU,1675713735
431,amherst,41.3978,-82.2224,1.33,80,100,1.34,US,1675713743
432,walvis bay,-22.9575,14.5053,19.53,82,63,3.6,NA,1675713578
433,college,64.8569,-147.8028,-13.28,84,40,0.0,US,1675713601
434,aberystwyth,52.4155,-4.0829,1.05,84,12,2.25,GB,1675713748
435,san simon de la laguna,19.3,-100.0833,21.12,21,29,3.47,MX,1675713749
436,aksaray,38.3726,34.0254,-1.98,93,100,6.87,TR,1675713754
437,seoul,37.5683,126.9778,0.69,97,20,2.06,KR,1675713272
438,ahuimanu,21.4447,-157.8378,26.53,80,75,4.63,US,1675713755
439,san quintin,30.4833,-115.95,16.07,51,23,7.09,MX,1675713755
440,odessa,46.4775,30.7326,-2.47,75,56,9.6,UA,1675713617
441,aloleng,16.1307,119.7824,25.08,79,79,3.32,PH,1675713757
442,norwich,52.6278,1.2983,4.4,81,0,0.0,GB,1675713161
443,saurimo,-9.6608,20.3916,18.39,86,47,1.41,AO,1675713757
444,pastavy,55.1168,26.8326,-1.45,95,100,3.94,BY,1675713758
445,erzin,36.9559,36.2,6.24,93,100,1.76,TR,1675713759
446,huarmey,-10.0681,-78.1522,24.86,74,66,3.9,PE,1675713760
447,grants,35.1473,-107.8514,3.13,48,100,6.69,US,1675713761
448,khanu woralaksaburi,16.0617,99.8606,26.95,60,0,1.84,TH,1675713761
449,sechura,-5.5569,-80.8222,29.58,55,89,6.87,PE,1675713762
450,perelyub,51.8667,50.3667,-16.58,96,61,2.91,RU,1675713762
451,nokaneng,-19.6667,22.2667,23.64,67,93,1.35,BW,1675713763
452,camacha,33.0833,-16.3333,13.68,67,40,9.26,PT,1675713763
453,gamba,-2.65,10.0,26.13,81,86,2.32,GA,1675713764
454,esmeraldas,-19.7625,-44.3139,32.06,81,94,1.79,BR,1675713764
455,monrovia,6.3005,-10.7969,25.87,86,72,3.66,LR,1675713613
456,kasulu,-4.5767,30.1025,18.07,84,99,0.52,TZ,1675713765
457,westerly,41.3776,-71.8273,10.68,54,0,8.75,US,1675713494
458,bud,39.447,-86.1758,8.92,62,100,4.44,US,1675713766
459,natal,-5.795,-35.2094,28.12,65,75,6.69,BR,1675713479
460,carballo,43.213,-8.691,9.87,71,0,3.49,ES,1675713767
461,antofagasta,-23.65,-70.4,23.6,72,12,4.07,CL,1675713768
462,awjilah,29.1081,21.2869,11.1,51,77,3.75,LY,1675713768
463,homer,59.6425,-151.5483,-0.67,93,100,8.23,US,1675713768
464,finschhafen,-6.6024,147.8681,25.47,91,100,2.52,PG,1675713769
465,pringsewu,-5.3582,104.9744,22.9,92,100,0.38,ID,1675713769
466,revelstoke,50.9832,-118.2023,1.01,100,100,0.0,CA,1675713770
467,chushan,33.2955,113.6528,4.2,83,14,2.47,CN,1675713770
468,nantucket,41.2835,-70.0995,8.08,81,75,9.77,US,1675713523
469,saint-joseph,-21.3667,55.6167,26.21,83,69,4.92,RE,1675713771
470,oksfjord,70.2396,22.3479,8.1,97,100,4.67,NO,1675713771
471,acapulco,16.8634,-99.8901,28.9,65,0,5.66,MX,1675713772
472,magole,-6.3667,37.3667,22.27,82,100,1.54,TZ,1675713772
473,sao francisco,-15.9486,-44.8644,28.89,62,83,2.07,BR,1675713773
474,kentau,43.5206,68.5094,-0.15,70,100,1.97,KZ,1675713773
475,mar del plata,-38.0023,-57.5575,22.68,61,0,7.72,AR,1675713630
476,karakulino,56.012,53.7067,-16.38,99,90,1.83,RU,1675713774
477,skibbereen,51.55,-9.2667,10.06,85,100,4.97,IE,1675713774
478,achinsk,56.2694,90.4993,-19.66,99,96,2.48,RU,1675713775
479,peniche,39.3558,-9.3811,11.07,84,29,5.02,PT,1675713775
480,santa marta,11.2408,-74.199,36.03,38,20,6.69,CO,1675713615
481,cap malheureux,-19.9842,57.6142,25.82,76,100,2.24,MU,1675713776
482,berlevag,70.8578,29.0864,3.0,87,100,14.4,NO,1675713776
483,edgewater,28.9889,-80.9023,25.72,55,0,5.25,US,1675713639
484,mandalgovi,45.7625,106.2708,-13.84,84,100,2.52,MN,1675713777
485,coruripe,-10.1256,-36.1756,27.19,70,100,5.68,BR,1675713777
486,urubicha,-15.3833,-62.95,24.7,90,100,1.27,BO,1675713778
487,duku,11.2361,4.9073,30.32,12,100,3.58,NG,1675713778
488,jumla,29.2747,82.1838,1.88,86,13,1.3,NP,1675713779
489,petukhovo,55.0692,67.9019,-17.57,99,98,1.26,RU,1675713780
490,indiana,40.0003,-86.2503,7.75,57,0,4.63,US,1675713617
491,geraldton,-28.7667,114.6,18.23,82,75,3.09,AU,1675713780
492,dehui,44.5333,125.7,-16.78,94,6,1.94,CN,1675713781
493,rovaniemi,66.5,25.7167,-2.33,100,100,5.66,FI,1675713782
494,turayf,31.6725,38.6637,7.14,49,40,8.23,SA,1675713787
495,sainte-suzanne,-20.9061,55.6089,27.12,89,90,5.66,RE,1675713788
496,kalemie,-5.9475,29.1947,20.89,85,94,2.01,CD,1675713789
497,parry sound,45.3501,-80.033,-4.97,63,6,0.21,CA,1675713791
498,villa bruzual,9.3328,-69.1208,35.37,26,36,2.23,VE,1675713793
499,puerto escondido,15.85,-97.0667,28.8,57,0,3.65,MX,1675713621
500,kinsale,51.7075,-8.5306,7.65,87,75,2.57,IE,1675713795
501,lapy,52.9911,22.8842,-0.41,80,98,2.94,PL,1675713765
502,yerofey pavlovich,53.9667,121.9667,-30.05,96,26,1.58,RU,1675713797
503,takapau,-40.0333,176.35,17.44,70,0,0.9,NZ,1675713799
504,moron,-34.6534,-58.6198,34.33,36,0,3.06,AR,1675713678
505,san felipe,10.3399,-68.7425,28.15,64,74,4.88,VE,1675713805
506,mattru,7.6244,-11.8332,26.02,58,85,2.93,SL,1675713806
507,tezu,27.9167,96.1667,17.52,49,100,1.55,IN,1675713808
508,bonthe,7.5264,-12.505,25.3,73,99,4.57,SL,1675713809
509,ellisras,-23.6649,27.7443,24.96,50,29,1.3,ZA,1675713811
510,kaeng khoi,14.5862,100.9976,28.39,85,4,3.63,TH,1675713817
511,tubuala,9.5167,-79.0333,26.47,81,24,5.84,PA,1675713817
512,nouadhibou,20.931,-17.0347,18.99,59,0,8.23,MR,1675713818
513,longview,32.5007,-94.7405,23.14,55,75,7.2,US,1675713818
514,saldanha,-33.0117,17.9442,19.03,96,55,7.54,ZA,1675713819
515,nadym,65.5333,72.5167,-26.49,100,90,2.84,RU,1675713819
516,usatove,46.533,30.6596,-2.78,75,42,8.92,UA,1675713820
517,guarapari,-20.6667,-40.4975,28.27,86,46,4.9,BR,1675713749
518,dudinka,69.4058,86.1778,-22.99,98,99,2.72,RU,1675713820
519,mastic beach,40.7668,-72.8521,11.1,53,75,7.72,US,1675713821
520,laguna,38.421,-121.4238,15.13,58,0,5.66,US,1675713821
521,ponta delgada,37.7333,-25.6667,14.4,100,75,2.06,PT,1675713637
522,solano,38.2333,-121.9511,16.18,42,0,7.72,US,1675713822
523,quatre cocos,-20.2078,57.7625,26.06,81,76,6.61,MU,1675713611
524,rancho palos verdes,33.7445,-118.387,20.57,40,0,5.66,US,1675713822
525,nieuw amsterdam,5.8833,-55.0833,28.34,77,40,5.14,SR,1675713823
526,roebourne,-20.7833,117.1333,29.84,64,4,2.5,AU,1675713823
527,parfenyevo,58.484,43.4088,-7.91,92,100,1.29,RU,1675713824
528,san policarpo,12.1791,125.5072,25.96,81,92,4.65,PH,1675713824
529,itapirapua,-15.8233,-50.6133,30.21,67,73,0.12,BR,1675713824
530,olavarria,-36.8927,-60.3225,34.44,21,1,4.43,AR,1675713825
531,hauterive,46.0901,3.4459,4.42,86,51,1.75,FR,1675713825
532,rundu,-17.9333,19.7667,18.93,95,100,1.87,NA,1675713826
533,batticaloa,7.7102,81.6924,25.35,83,68,3.65,LK,1675713826
534,olafsvik,64.8945,-23.7142,-0.3,55,100,17.96,IS,1675713827
535,cannes,43.55,7.0167,10.0,58,100,2.06,FR,1675713827
536,dhidhdhoo,6.8833,73.1,26.83,76,98,4.04,MV,1675713828
537,cidreira,-30.1811,-50.2056,25.95,63,19,4.18,BR,1675713830
538,nanning,22.8167,108.3167,13.25,93,100,1.83,CN,1675713607
539,port-gentil,-0.7193,8.7815,26.98,89,20,2.57,GA,1675713830
540,tungor,53.3808,142.9564,-28.14,99,72,3.43,RU,1675713830
541,belize,17.25,-88.75,28.18,47,41,1.66,BZ,1675713569
542,lerwick,60.1545,-1.1494,8.0,73,100,10.51,GB,1675713831
543,arlit,18.7369,7.3853,23.38,13,100,4.93,NE,1675713832
544,point pleasant,40.0832,-74.0682,10.57,55,96,4.02,US,1675713688
545,kloulklubed,7.0419,134.2556,27.77,77,100,8.93,PW,1675713832
546,baherden,38.4362,57.4316,10.36,41,27,3.94,TM,1675713833
547,bad goisern,47.6425,13.6161,-2.47,96,73,1.9,AT,1675713833
548,chingirlau,51.095,54.0814,-19.37,99,60,2.06,KZ,1675713834
549,ambon,-3.6954,128.1814,25.08,94,40,1.03,ID,1675713834
550,asahikawa,43.7678,142.3703,-8.47,96,100,0.33,JP,1675713835
551,ghanzi,-21.5667,21.7833,23.27,64,21,2.31,BW,1675713835
552,altamont,42.2068,-121.7372,5.5,55,0,2.57,US,1675713836
553,praia,14.9215,-23.5087,20.3,56,75,12.35,CV,1675713836
554,westport,41.1415,-73.3579,10.5,56,0,8.75,US,1675713836
555,nemuro,43.3236,145.575,-4.13,95,100,3.4,JP,1675713652
556,moshi,-3.35,37.3333,25.21,45,99,2.5,TZ,1675713837
557,coihaique,-45.5752,-72.0662,18.97,42,0,4.63,CL,1675713601
558,poros,37.4994,23.4536,5.48,82,88,9.45,GR,1675713838
559,cody,44.5263,-109.0565,5.32,39,100,3.13,US,1675713572
560,taoudenni,22.6783,-3.9836,20.71,18,100,2.92,ML,1675713838
561,high rock,26.6208,-78.2833,24.01,65,0,6.74,BS,1675713839
562,pochutla,15.7432,-96.4661,30.9,44,2,4.64,MX,1675713839
563,half moon bay,37.4636,-122.4286,15.06,61,0,5.66,US,1675713640
564,kathmandu,27.7167,85.3167,10.12,87,20,1.54,NP,1675713517
565,mehamn,71.0357,27.8492,2.97,87,75,14.92,NO,1675713840
566,ruteng,-8.6136,120.4721,17.03,93,100,1.05,ID,1675713840
567,ushtobe,45.2514,77.9838,-0.38,86,100,2.69,KZ,1675713841
568,verkhniy avzyan,53.5289,57.5372,-13.44,99,100,0.58,RU,1675713841
569,zhangjiakou,40.81,114.8794,-4.91,46,26,0.97,CN,1675713841
570,lima,-12.0432,-77.0282,26.14,65,0,8.23,PE,1675713518
571,hukuntsi,-24.0,21.75,27.19,40,100,3.15,BW,1675713687
572,zaragoza,41.6561,-0.8773,10.01,52,75,3.09,ES,1675713844
573,markova,48.6758,24.4138,-10.52,95,99,2.0,UA,1675713846
574,yenagoa,4.9247,6.2642,26.81,79,40,3.78,NG,1675713852
575,porto santo,33.072,-16.3415,15.21,67,40,9.26,PT,1675713853
